"company_name","city","state","zip","agency","certification_type","ethnicity","commodity_code"
"SMB CONTRACTING, INC.","Darien","IL",60561,"Cook County","WBE","Asian-Pacific American","236116 - Residential construction, multifamily, general contractors; 236118 - Remodeling and renovating general contractors, residential; 236220 - Addition, alteration and renovation, general contractors, commercial and institutional building; 238210 - Electrical, electrical wiring, and low voltage electrical work; 238220 - Plumbing, Heating, and Air-Conditioning Contractors; 238310 - Drywall and Insulation Contractors; 238320 - Painting and Wall Covering Contractors; 238330 - Flooring Contractors; 238340 - Tile and Terrazzo Contractors; 238350 - Finish Carpentry Contractors; 238390 - Other Building Finishing Contractors"
"SMB CONTRACTING, INC.","Darien","IL",60561,"Cook County","MBE","Asian-Pacific American","236116 - Residential construction, multifamily, general contractors; 236118 - Remodeling and renovating general contractors, residential; 236220 - Addition, alteration and renovation, general contractors, commercial and institutional building; 238210 - Electrical, electrical wiring, and low voltage electrical work; 238220 - Plumbing, Heating, and Air-Conditioning Contractors; 238310 - Drywall and Insulation Contractors; 238320 - Painting and Wall Covering Contractors; 238330 - Flooring Contractors; 238340 - Tile and Terrazzo Contractors; 238350 - Finish Carpentry Contractors; 238390 - Other Building Finishing Contractors"
"SMC Consultants, LLC","Orland Park","IL",60462,"Chicago","WBE","African American","541611 - Administrative management consulting services; 541611 - Business management consulting services"
"SMC Consultants, LLC","Orland Park","IL",60462,"Chicago","MBE","African American","541611 - Administrative management consulting services; 541611 - Business management consulting services"
"SMC Consultants, LLC","Orland Park","IL",60462,"Chicago","WBE","African American","541611 - Administrative management consulting services; 541611 - Business management consulting services"
"SMC Consultants, LLC","Orland Park","IL",60462,"Chicago","MBE","African American","541611 - Administrative management consulting services; 541611 - Business management consulting services"
"SMC Consultants, LLC","Orland Park","IL",60462,"Chicago","WBE","African American","541611 - Administrative management consulting services; 541611 - Business management consulting services"
"SMC Consultants, LLC","Orland Park","IL",60462,"Chicago","MBE","African American","541611 - Administrative management consulting services; 541611 - Business management consulting services"
"Smelly Fresh LLC","Chicago","IL",60628,"Chicago","MBE","African American","561720 - Janitorial services"
"Smelly Fresh LLC","Chicago","IL",60628,"Chicago","MBE","African American","561720 - Janitorial services"
"Smith & Donovan Confections Inc.","Chicago","IL",60611,"Chicago","WBE","Caucasian","311330 - Candy stores, chocolate, candy made on premises not for immediate consumption (deactivated in 2012 codeset); 311330 - Chocolate covered candy bars made from purchased chocolate (deactivated in 2012 codeset); 311330 - Chocolate covered granola bars made from purchased chocolate (deactivated in 2012 codeset); 311340 - Breakfast bars, nonchocolate covered, manufacturing; 311340 - Candy stores, nonchocolate, candy made on premises, not for immediate consumption; 311340 - Confectionery, nonchocolate, manufacturing; 311340 - Granola bars and clusters, nonchocolate, manufacturing; 311340 - Jelly candies manufacturing; 311340 - Popcorn balls manufacturing; 311340 - Toffee manufacturing; 311811 - Bakeries with baking from flour on the premises, retailing not for immediate consumption; 311821 - Bakery products, dry (e.g., biscuits, cookies, crackers), manufacturing; 311821 - Cookies manufacturing; 424450 - Candy merchant wholesalers; 424450 - Chocolate candy merchant wholesalers; 424450 - Confectionery merchant wholesalers; 445292 - Candy stores, packaged, retailing only; 445292 - Confectionery stores, packaged, retailing only; 722213 - Snack bars (e.g., cookies, popcorn, pretzels), fixed location (deactivated in 2012 codeset)"
"Smith & Smith Associates, Inc.","Chicago","IL",60610,"Chicago","MBE","African American","541310 - Architectural (except landscape) design services; 541310 - Building architectural design services; 541410 - Interior design services"
"Smith Maintenance Company","Chicago","IL",60612,"Chicago","MBE","African American","237110 - Distribution line, sewer and water, construction; 237110 - Utility line (i.e., sewer, water), construction; 237110 - Water main and line construction; 237310 - Parking lot marking and line painting; 238350 - Carpentry work (except framing); 238990 - Asphalt coating and sealing, residential and commercial parking lot and driveway; 561720 - Janitorial services; 561720 - Window cleaning services; 561790 - Parking lot cleaning (e.g., power sweeping, washing) services; 561990 - Flagging (i.e., traffic control) services"
"Smith Movers Inc.","Chicago","IL",60621,"Cook County","MBE","African-American (Black)","48411 - General Freight Trucking, Local; 484210 - Furniture moving, used; 484210 - Motor freight carrier, used household goods; 484210 - Trucking used household, office, or institutional furniture and equipment; 484210 - Used household and office goods moving"
"SMM CONSTRUCTION COMPANY INC","Chicago","IL",60617,"Chicago","MBE","African American","236118 - Addition, alteration and renovation of single-family dwellings; 238320 - Wall covering or removal contractors; 238350 - Carpentry work (except framing)"
"Smooth Energy LLC","Naperville","IL",60563,"Chicago","WBE","Caucasian","541690 - Energy consulting services"
"Snelten, Inc.","McHenry","IL",60050,"Chicago","WBE","Caucasian","238910 - Excavating, earthmoving, or land clearing contractors; 484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Flatbed trucking, local; 488490 - Snow removal, highway"
"Snelten, Inc.","McHenry","IL",60050,"Chicago","WBE","Caucasian","238910 - Excavating, earthmoving, or land clearing contractors; 484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Flatbed trucking, local; 488490 - Snow removal, highway"
"Sntial Technologies, Inc.","Chicago","IL",60601,"Chicago","MBE","Asian American","541512 - Computer Systems Design Services; 541611 - Administrative Management and General Management Consulting Services; 541612 - Human Resources Consulting Services"
"Sofbang, LLC","BURR RIDGE","IL",60527,"Chicago","MBE","Asian American","511210 - Software publishers; 518210 - Data Processing, Hosting, and Related Services; 541511 - Custom Computer Programming Services; 541512 - Computer Systems Design Services; 541519 - Other Computer Related Services; 541690 - Other Scientific and Technical Consulting Services"
"Sofy's Construction,LLC","Bridgeview","IL",60455,"Chicago","WBE","Hispanic/Latino","236118 - Residential Remodelers; 238130 - Framing contractors; 238310 - Drywall and Insulation Contractors; 238320 - Painting and wallpapering; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Sofy's Construction,LLC","Bridgeview","IL",60455,"Chicago","MBE","Hispanic/Latino","236118 - Residential Remodelers; 238130 - Framing contractors; 238310 - Drywall and Insulation Contractors; 238320 - Painting and wallpapering; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Sofy's Construction,LLC","Bridgeview","IL",60455,"Chicago","WBE","Hispanic/Latino","236118 - Residential Remodelers; 238130 - Framing contractors; 238310 - Drywall and Insulation Contractors; 238320 - Painting and wallpapering; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Sofy's Construction,LLC","Bridgeview","IL",60455,"Chicago","MBE","Hispanic/Latino","236118 - Residential Remodelers; 238130 - Framing contractors; 238310 - Drywall and Insulation Contractors; 238320 - Painting and wallpapering; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Solo Noir LLC","Chicago Heights","IL",60411,"Chicago","WBE","African American","424210 - Cosmetics merchant wholesalers; 424210 - Deodorants, personal, merchant wholesalers; 424210 - Shaving preparations merchant wholesalers; 424210 - Hair care products merchant wholesalers; 424210 - Skin care preparations merchant wholesalers"
"Solo Noir LLC","Chicago Heights","IL",60411,"Chicago","MBE","African American","424210 - Cosmetics merchant wholesalers; 424210 - Deodorants, personal, merchant wholesalers; 424210 - Shaving preparations merchant wholesalers; 424210 - Hair care products merchant wholesalers; 424210 - Skin care preparations merchant wholesalers"
"Solai & Cameron, Inc.","CHICAGO","IL",60614,"Chicago","WBE","Asian American","517919 - All Other Telecommunications; 518210 - Data Processing, Hosting, and Related Services; 541511 - Computer software support services, custom; 541511 - Custom Computer Programming Services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541512 - Local area network (LAN) computer systems integration design services; 541512 - Network systems integration design services, computer; 541512 - Computer Systems Design Services; 541513 - Computer Facilities Management Services; 541519 - Other Computer Related Services; 561320 - Temporary help services; 561330 - Professional Employer Organizations; 611420 - Computer Training; 722310 - Food service contractors, concession operators (e.g., convention facilities, entertainment facilities, sporting facilities); 811212 - Computer and Office Machine Repair and Maintenance"
"Solai & Cameron, Inc.","CHICAGO","IL",60614,"Chicago","MBE","Asian American","517919 - All Other Telecommunications; 518210 - Data Processing, Hosting, and Related Services; 541511 - Computer software support services, custom; 541511 - Custom Computer Programming Services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541512 - Local area network (LAN) computer systems integration design services; 541512 - Network systems integration design services, computer; 541512 - Computer Systems Design Services; 541513 - Computer Facilities Management Services; 541519 - Other Computer Related Services; 561320 - Temporary help services; 561330 - Professional Employer Organizations; 611420 - Computer Training; 722310 - Food service contractors, concession operators (e.g., convention facilities, entertainment facilities, sporting facilities); 811212 - Computer and Office Machine Repair and Maintenance"
"Solai & Cameron, Inc.","CHICAGO","IL",60614,"Chicago","WBE","Asian American","517919 - All Other Telecommunications; 518210 - Data Processing, Hosting, and Related Services; 541511 - Computer software support services, custom; 541511 - Custom Computer Programming Services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541512 - Local area network (LAN) computer systems integration design services; 541512 - Network systems integration design services, computer; 541512 - Computer Systems Design Services; 541513 - Computer Facilities Management Services; 541519 - Other Computer Related Services; 561320 - Temporary help services; 561330 - Professional Employer Organizations; 611420 - Computer Training; 722310 - Food service contractors, concession operators (e.g., convention facilities, entertainment facilities, sporting facilities); 811212 - Computer and Office Machine Repair and Maintenance"
"Solai & Cameron, Inc.","CHICAGO","IL",60614,"Chicago","MBE","Asian American","517919 - All Other Telecommunications; 518210 - Data Processing, Hosting, and Related Services; 541511 - Computer software support services, custom; 541511 - Custom Computer Programming Services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541512 - Local area network (LAN) computer systems integration design services; 541512 - Network systems integration design services, computer; 541512 - Computer Systems Design Services; 541513 - Computer Facilities Management Services; 541519 - Other Computer Related Services; 561320 - Temporary help services; 561330 - Professional Employer Organizations; 611420 - Computer Training; 722310 - Food service contractors, concession operators (e.g., convention facilities, entertainment facilities, sporting facilities); 811212 - Computer and Office Machine Repair and Maintenance"
"Solai & Cameron, Inc.","CHICAGO","IL",60614,"Chicago","WBE","Asian American","517919 - All Other Telecommunications; 518210 - Data Processing, Hosting, and Related Services; 541511 - Computer software support services, custom; 541511 - Custom Computer Programming Services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541512 - Local area network (LAN) computer systems integration design services; 541512 - Network systems integration design services, computer; 541512 - Computer Systems Design Services; 541513 - Computer Facilities Management Services; 541519 - Other Computer Related Services; 561320 - Temporary help services; 561330 - Professional Employer Organizations; 611420 - Computer Training; 722310 - Food service contractors, concession operators (e.g., convention facilities, entertainment facilities, sporting facilities); 811212 - Computer and Office Machine Repair and Maintenance"
"Solai & Cameron, Inc.","CHICAGO","IL",60614,"Chicago","MBE","Asian American","517919 - All Other Telecommunications; 518210 - Data Processing, Hosting, and Related Services; 541511 - Computer software support services, custom; 541511 - Custom Computer Programming Services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541512 - Local area network (LAN) computer systems integration design services; 541512 - Network systems integration design services, computer; 541512 - Computer Systems Design Services; 541513 - Computer Facilities Management Services; 541519 - Other Computer Related Services; 561320 - Temporary help services; 561330 - Professional Employer Organizations; 611420 - Computer Training; 722310 - Food service contractors, concession operators (e.g., convention facilities, entertainment facilities, sporting facilities); 811212 - Computer and Office Machine Repair and Maintenance"
"SOLIC Capital Advisors, LLC","Evanston","IL",60201,"Chicago","MBE","Hispanic/Latino","541618 - Other Management Consulting Services"
"Solic Capital Management, LLC","Evanston","IL",60201,"Chicago","MBE","Hispanic/Latino","523999 - Miscellaneous Financial Investment Activities"
"Solic Capital, LLC","Evanston","IL",60201,"Chicago","MBE","Hispanic/Latino","523110 - Investment Banking and Securities Dealing"
"Solis Construction, Inc.","Chicago","IL",60629,"Chicago","MBE","Hispanic/Latino","236220 - Commercial building construction for-sale builders; 236220 - Commercial and Institutional Building Construction; 238130 - Building framing (except structural steel); 238130 - Carpentry, framing; 238130 - Steel framing contractors; 238310 - Drywall installation; 238310 - Insulation contractors; 238310 - Plastering (i.e., ornamental, plain) contractors; 238320 - Painting and Wall Covering Contractors; 238350 - Finish carpentry; 238350 - Window and door (residential-type) of any material, prefabricated, installation"
"Solo Noir LLC","Chicago Heights","IL",60411,"Chicago","WBE","African American","424210 - Cosmetics merchant wholesalers; 424210 - Deodorants, personal, merchant wholesalers; 424210 - Shaving preparations merchant wholesalers; 424210 - Hair care products merchant wholesalers; 424210 - Skin care preparations merchant wholesalers"
"Solo Noir LLC","Chicago Heights","IL",60411,"Chicago","MBE","African American","424210 - Cosmetics merchant wholesalers; 424210 - Deodorants, personal, merchant wholesalers; 424210 - Shaving preparations merchant wholesalers; 424210 - Hair care products merchant wholesalers; 424210 - Skin care preparations merchant wholesalers"
"Solstice Art Source, Inc.","Chicago","IL",60609,"Chicago","WBE","Caucasian","238150 - Glass and Glazing Contractors; 327211 - Flat glass (e.g., float, plate) manufacturing; 327215 - Glass Product Manufacturing Made of Purchased Glass"
"Solutions Cleaning Services Inc.","Roselle","IL",60172,"Chicago","WBE","Hispanic/Latino","238990 - Cleaning building interiors during and immediately after construction; 238990 - Cleaning new building interiors immediately after construction; 561720 - Building cleaning services, interior; 561720 - Building cleaning services, janitorial; 561720 - Cleaning offices; 561720 - Cleaning shopping centers; 561720 - Janitorial services; 561720 - Washroom sanitation services; 561720 - Window cleaning services; 561740 - Carpet cleaning on customers' premises; 561740 - Carpet cleaning services; 561740 - Cleaning plants, carpet and rug; 561740 - Furniture cleaning on customers' premises; 561790 - Building exterior cleaning services (except sandblasting, window cleaning); 561790 - Cleaning swimming pools; 561790 - Driveway cleaning (e.g., power sweeping, washing) services; 561790 - Power washing building exteriors; 561790 - Pressure washing (e.g., buildings, decks, fences)"
"Solutions Cleaning Services Inc.","Roselle","IL",60172,"Chicago","MBE","Hispanic/Latino","238990 - Cleaning building interiors during and immediately after construction; 238990 - Cleaning new building interiors immediately after construction; 561720 - Building cleaning services, interior; 561720 - Building cleaning services, janitorial; 561720 - Cleaning offices; 561720 - Cleaning shopping centers; 561720 - Janitorial services; 561720 - Washroom sanitation services; 561720 - Window cleaning services; 561740 - Carpet cleaning on customers' premises; 561740 - Carpet cleaning services; 561740 - Cleaning plants, carpet and rug; 561740 - Furniture cleaning on customers' premises; 561790 - Building exterior cleaning services (except sandblasting, window cleaning); 561790 - Cleaning swimming pools; 561790 - Driveway cleaning (e.g., power sweeping, washing) services; 561790 - Power washing building exteriors; 561790 - Pressure washing (e.g., buildings, decks, fences)"
"Solutions Cleaning Services Inc.","Roselle","IL",60172,"Chicago","WBE","Hispanic/Latino","238990 - Cleaning building interiors during and immediately after construction; 238990 - Cleaning new building interiors immediately after construction; 561720 - Building cleaning services, interior; 561720 - Building cleaning services, janitorial; 561720 - Cleaning offices; 561720 - Cleaning shopping centers; 561720 - Janitorial services; 561720 - Washroom sanitation services; 561720 - Window cleaning services; 561740 - Carpet cleaning on customers' premises; 561740 - Carpet cleaning services; 561740 - Cleaning plants, carpet and rug; 561740 - Furniture cleaning on customers' premises; 561790 - Building exterior cleaning services (except sandblasting, window cleaning); 561790 - Cleaning swimming pools; 561790 - Driveway cleaning (e.g., power sweeping, washing) services; 561790 - Power washing building exteriors; 561790 - Pressure washing (e.g., buildings, decks, fences)"
"Solutions Cleaning Services Inc.","Roselle","IL",60172,"Chicago","MBE","Hispanic/Latino","238990 - Cleaning building interiors during and immediately after construction; 238990 - Cleaning new building interiors immediately after construction; 561720 - Building cleaning services, interior; 561720 - Building cleaning services, janitorial; 561720 - Cleaning offices; 561720 - Cleaning shopping centers; 561720 - Janitorial services; 561720 - Washroom sanitation services; 561720 - Window cleaning services; 561740 - Carpet cleaning on customers' premises; 561740 - Carpet cleaning services; 561740 - Cleaning plants, carpet and rug; 561740 - Furniture cleaning on customers' premises; 561790 - Building exterior cleaning services (except sandblasting, window cleaning); 561790 - Cleaning swimming pools; 561790 - Driveway cleaning (e.g., power sweeping, washing) services; 561790 - Power washing building exteriors; 561790 - Pressure washing (e.g., buildings, decks, fences)"
"Sonican Trucking, Inc.","Elmhurst","IL",60126,"Chicago","MBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil); 488490 - Other Support Activities for Road Transportation; 96286 - Transportation of Goods, Shipping and Handling, and Other Freight Services; 96872 - Snow and Ice Removal Services"
"Sonoma Electrical Services, Inc","New Lenox","IL",60451,"Chicago","MBE","Asian American","237130 - Power and Communication Line and Related Structures Construction; 238210 - Electrical Contractors and Other Wiring Installation Contractors"
"Sonoma Mechanical Services, Inc.","New Lenox","IL",60451,"Chicago","MBE","Asian American","238220 - Boiler, heating, installation; 238220 - Gas fitting contractor; 238220 - Gas line installation, individual hookup, contractors; 238220 - Heat pump installation; 238220 - Heating boiler installation; 238220 - Mechanical contractors; 238220 - Natural gas piping installation"
"Sonoma Underground Services, Inc.","New Lenox","IL",60451,"Chicago","MBE","Asian American","237130 - Power and Communication Line and Related Structures Construction; 237310 - Highway, Street, and Bridge Construction"
"Sorrelli Trucking, Inc.","Lockport","IL",60441,"Chicago","WBE","Caucasian","484220 - Dump trucking (e.g., gravel, sand, top-soil); 532412 - Construction machinery and equipment rental or leasing without operator"
"Soule, Bradtke and Lambert","Elmhurst","IL",60126,"Chicago","WBE","Caucasian","541110 - Law firms"
"Source Alliance Network, LLC","Chicago","IL",60612,"Cook County","MBE","Hispanic American","541614 - Logistics management consulting services; 541614 - Transportation management consulting services"
"Source Works Development LLC","Chicago","IL",60606,"Chicago","WBE","Caucasian","531311 - Residential property managing"
"South Loop Auto Service, Inc.","Chicago","IL",60616,"Chicago","MBE","African American","811111 - General Automotive Repair; 811198 - All Other Automotive Repair and Maintenance"
"South Loop CPA LLC","Chicago","IL",60605,"Chicago","MBE","Asian American","541211 - Offices of Certified Public Accountants; 541213 - Tax Preparation Services; 541214 - Payroll Services; 541219 - Other Accounting Services"
"South Park Construction Inc.","Chicago","IL",60620,"Chicago","MBE","African American","236115 - Condominium, single-family, construction general contractors; 236115 - Housing, single-family, construction general contractors; 236115 - Low income housing, single-family, construction general contractors; 236115 - Town house (i.e., single-family type) construction by general contractors; 238130 - Framing contractors; 238160 - Roofing contractors; 238310 - Drywall and Insulation Contractors; 238330 - Flooring Contractors; 238340 - Tile and Terrazzo Contractors; 238350 - Finish Carpentry Contractors"
"South Park Construction Inc.","Chicago","IL",60620,"Chicago","MBE","African American","236115 - Condominium, single-family, construction general contractors; 236115 - Housing, single-family, construction general contractors; 236115 - Low income housing, single-family, construction general contractors; 236115 - Town house (i.e., single-family type) construction by general contractors; 238130 - Framing contractors; 238160 - Roofing contractors; 238310 - Drywall and Insulation Contractors; 238330 - Flooring Contractors; 238340 - Tile and Terrazzo Contractors; 238350 - Finish Carpentry Contractors"
"Southland Painting, Drywall, & More, LLC.","Park Forest","IL",60466,"Cook County","WBE","African-American (Black)","238320 - Painting and Wall Covering Contractors"
"Southland Painting, Drywall, & More, LLC.","Park Forest","IL",60466,"Cook County","MBE","African-American (Black)","238320 - Painting and Wall Covering Contractors"
"Southland Painting, Drywall, & More, LLC.","Park Forest","IL",60466,"Cook County","WBE","African-American (Black)","238320 - Painting and Wall Covering Contractors"
"Southland Painting, Drywall, & More, LLC.","Park Forest","IL",60466,"Cook County","MBE","African-American (Black)","238320 - Painting and Wall Covering Contractors"
"SOUTHWEST PEST CONTROL","CHICAGO","IL",60620,"Chicago","MBE","African American","561710 - Pest control (except agricultural, forestry) services"
"Southwest Spring, Inc.","Chicago","IL",60652,"Cook County","WBE","Caucasian","811118 - Other Automotive Mechanical and Electrical Repair and Maintenance"
"Sp Engineers, Ltd.","Chicago","IL",60602,"Chicago","MBE","Asian American","541330 - Engineering services; 541340 - Drafting services"
"Sp Engineers, Ltd.","Chicago","IL",60602,"Chicago","MBE","Asian American","541330 - Engineering services; 541340 - Drafting services"
"SP Murphy, Inc.","Chicago","IL",60604,"Cook County","MBE","African-American (Black)","236210 - Construction management, industrial building (except warehouses); 236220 - Project Management (Inactive effective 02-12-2020); 541618 - Other Management Consulting Services; 541690 - Other Scientific and Technical Consulting Services"
"SPEECH IRL, P.C.","Chicago","IL",60603,"Chicago","WBE","Caucasian","541612 - Organization development consulting services; 541612 - Personnel management consulting services; 541612 - Human Resources Consulting Services; 621340 - Speech pathologists' offices (e.g., centers, clinics)"
"SPAAN Tech, Inc.","Chicago","IL",60606,"Chicago","WBE","Asian American","541310 - Architectural Services; 541330 - Electrical engineering services; 541330 - Engineering consulting services; 541330 - Engineering services; 541340 - Drafting services; 541350 - Inspection services, building or home; 541370 - Surveying and Mapping (except Geophysical) Services; 541512 - CAD (computer-aided design) systems integration design services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541513 - Facilities (i.e., clients' facilities) management and operation services, computer systems or data processing; 541519 - Other Computer Related Services; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 561110 - Office Administrative Services; 561210 - Facilities Support Services"
"SPAAN Tech, Inc.","Chicago","IL",60606,"Chicago","MBE","Asian American","541310 - Architectural Services; 541330 - Electrical engineering services; 541330 - Engineering consulting services; 541330 - Engineering services; 541340 - Drafting services; 541350 - Inspection services, building or home; 541370 - Surveying and Mapping (except Geophysical) Services; 541512 - CAD (computer-aided design) systems integration design services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541513 - Facilities (i.e., clients' facilities) management and operation services, computer systems or data processing; 541519 - Other Computer Related Services; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 561110 - Office Administrative Services; 561210 - Facilities Support Services"
"SPAAN Tech, Inc.","Chicago","IL",60606,"Chicago","WBE","Asian American","541310 - Architectural Services; 541330 - Electrical engineering services; 541330 - Engineering consulting services; 541330 - Engineering services; 541340 - Drafting services; 541350 - Inspection services, building or home; 541370 - Surveying and Mapping (except Geophysical) Services; 541512 - CAD (computer-aided design) systems integration design services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541513 - Facilities (i.e., clients' facilities) management and operation services, computer systems or data processing; 541519 - Other Computer Related Services; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 561110 - Office Administrative Services; 561210 - Facilities Support Services"
"SPAAN Tech, Inc.","Chicago","IL",60606,"Chicago","MBE","Asian American","541310 - Architectural Services; 541330 - Electrical engineering services; 541330 - Engineering consulting services; 541330 - Engineering services; 541340 - Drafting services; 541350 - Inspection services, building or home; 541370 - Surveying and Mapping (except Geophysical) Services; 541512 - CAD (computer-aided design) systems integration design services; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541513 - Facilities (i.e., clients' facilities) management and operation services, computer systems or data processing; 541519 - Other Computer Related Services; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 561110 - Office Administrative Services; 561210 - Facilities Support Services"
"Space Continuum LLC","Chicago","IL",60608,"Chicago","MBE","African American",NULL
"Space Continuum LLC","Chicago","IL",60608,"Chicago","MBE","African American",NULL
"Space Haus Ltd","Chicago","IL",60608,"Cook County","MBE","Asian-Pacific American","337212 - Architectural woodwork and fixtures (i.e., custom designed interiors) manufacturing; 337212 - Custom design interiors (i.e., coordinated furniture, architectural woodwork, fixtures), manufacturing; 541310 - Architectural Services"
"SPC Consulting, LLC","Chicago","IL",60602,"Cook County","WBE","Hispanic American","611710 - Educational consultants; 611710 - Educational support services"
"SPC Consulting, LLC","Chicago","IL",60602,"Cook County","MBE","Hispanic American","611710 - Educational consultants; 611710 - Educational support services"
"SPC Consulting, LLC","Chicago","IL",60602,"Cook County","WBE","Hispanic American","611710 - Educational consultants; 611710 - Educational support services"
"SPC Consulting, LLC","Chicago","IL",60602,"Cook County","MBE","Hispanic American","611710 - Educational consultants; 611710 - Educational support services"
"Special Needs Chicago, Inc.","Wheaton","IL",60187,"Chicago","WBE","Caucasian","624120 - Services for the Elderly and Persons with Disabilities"
"Spectrum Safety Training, Inc","Highland Park","IL",60035,"Chicago","WBE","African American","541690 - Safety consulting services; 611430 - Professional and Management Development Training; 611710 - Educational support services"
"Spectrum Safety Training, Inc","Highland Park","IL",60035,"Chicago","MBE","African American","541690 - Safety consulting services; 611430 - Professional and Management Development Training; 611710 - Educational support services"
"Spectrum Safety Training, Inc","Highland Park","IL",60035,"Chicago","WBE","African American","541690 - Safety consulting services; 611430 - Professional and Management Development Training; 611710 - Educational support services"
"Spectrum Safety Training, Inc","Highland Park","IL",60035,"Chicago","MBE","African American","541690 - Safety consulting services; 611430 - Professional and Management Development Training; 611710 - Educational support services"
"Tristan & Cervantes, LLC","CHICAGO","IL",60606,"Chicago","MBE","Hispanic/Latino","541110 - Law offices"
"Speedy Gonzalez Landscaping, Inc.","CHICAGO","IL",60617,"Chicago","MBE","Hispanic/Latino","236220 - Commercial building construction general contractors; 237110 - Sewer construction; 238220 - Steam fitting contractors; 238910 - Demolition contractor; 238910 - Excavation contractors; 484220 - Dump trucking (e.g., gravel, sand, top-soil); 561730 - Landscaping services (except planning); 561730 - Snow plowing services combined with landscaping services (i.e., seasonal property maintenance services); 562111 - Solid Waste Collection"
"Spence Consulting Inc","Chicago","IL",60649,"Chicago","MBE","African American","541512 - Computer Systems Design Services; 541618 - Telecommunications management consulting services"
"Sperry Management, LLC","Chicago","IL",60611,"Chicago","WBE","African American","531120 - Lessors of nonresidential buildings (except miniwarehouses); 531210 - Offices of Real Estate Agents and Brokers; 531312 - Nonresidential property managing; 531390 - Other Activities Related to Real Estate; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 561110 - Office administration services; 722310 - Food concession contractors (e.g., convention facilities, entertainment facilities, sporting facilities)"
"Sperry Management, LLC","Chicago","IL",60611,"Chicago","MBE","African American","531120 - Lessors of nonresidential buildings (except miniwarehouses); 531210 - Offices of Real Estate Agents and Brokers; 531312 - Nonresidential property managing; 531390 - Other Activities Related to Real Estate; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 561110 - Office administration services; 722310 - Food concession contractors (e.g., convention facilities, entertainment facilities, sporting facilities)"
"Sperry Management, LLC","Chicago","IL",60611,"Chicago","WBE","African American","531120 - Lessors of nonresidential buildings (except miniwarehouses); 531210 - Offices of Real Estate Agents and Brokers; 531312 - Nonresidential property managing; 531390 - Other Activities Related to Real Estate; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 561110 - Office administration services; 722310 - Food concession contractors (e.g., convention facilities, entertainment facilities, sporting facilities)"
"Sperry Management, LLC","Chicago","IL",60611,"Chicago","MBE","African American","531120 - Lessors of nonresidential buildings (except miniwarehouses); 531210 - Offices of Real Estate Agents and Brokers; 531312 - Nonresidential property managing; 531390 - Other Activities Related to Real Estate; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 561110 - Office administration services; 722310 - Food concession contractors (e.g., convention facilities, entertainment facilities, sporting facilities)"
"Sperry Management, LLC","Chicago","IL",60611,"Chicago","WBE","African American","531120 - Lessors of nonresidential buildings (except miniwarehouses); 531210 - Offices of Real Estate Agents and Brokers; 531312 - Nonresidential property managing; 531390 - Other Activities Related to Real Estate; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 561110 - Office administration services; 722310 - Food concession contractors (e.g., convention facilities, entertainment facilities, sporting facilities)"
